,Ngày,Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Dài,Rộng,Giá/m2
104,2020-08-04,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3 phòng,21 m²,7 m,3 m,100 triệu/m²
105,2020-08-04,"NHÂN MỸ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 2,"Nhà mặt phố, mặt tiền",NaN,5,5 phòng,51 m²,NaN,NaN,"76,47 triệu/m²"
106,2020-08-04,"Đường Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,60 m²,NaN,4.8 m,"276,67 triệu/m²"
107,2020-08-04,"Đường Quốc lộ 32, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,NaN,2 phòng,33 m²,NaN,NaN,"46,61 triệu/m²"
108,2020-08-04,"Đường Giáp Nhị, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,35 m²,NaN,NaN,"71,43 triệu/m²"
109,2020-08-04,"tôn đức thắng, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Quốc Tử Giám,"Nhà mặt phố, mặt tiền",Đã có sổ,5,8 phòng,75 m²,20 m,6 m,"393,33 triệu/m²"
110,2020-08-04,"Đường Trích Sài, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,NaN,2 phòng,55 m²,11 m,5 m,"118,18 triệu/m²"
111,2020-08-04,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,35 m²,9 m,4 m,"71,43 triệu/m²"
112,2020-08-04,"Đường Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,36 m²,NaN,NaN,"116,67 triệu/m²"
113,2020-08-04,"Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,3,2 phòng,58 m²,NaN,NaN,"5,52 triệu/m²"
114,2020-08-04,"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,NaN,2 phòng,30 m²,9 m,3.5 m,"71,67 triệu/m²"
115,2020-08-04,"Đường Huỳnh Thúc Kháng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,54 m²,NaN,5 m,200 triệu/m²
116,2020-08-04,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,40 m²,NaN,NaN,70 triệu/m²
117,2020-08-04,"Đường Khâm Thiên||377, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,45 m²,NaN,NaN,"106,67 triệu/m²"
118,2020-08-04,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Phú Diễn,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,36 m²,NaN,NaN,"65,28 triệu/m²"
119,2020-08-04,"Đường Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3 phòng,55 m²,NaN,NaN,"51,82 triệu/m²"
120,2020-08-04,"Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,3,2 phòng,30 m²,9 m,3.2 m,60 triệu/m²
121,2020-08-04,"Đường Thái Thịnh 1, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,10 phòng,120 m²,50 m,6 m,"246,67 triệu/m²"
122,2020-08-04,"Đường Ngô Gia Tự||1279, Phường Đức Giang, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Đức Giang,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4 phòng,196 m²,NaN,6 m,"80,61 triệu/m²"
123,2020-08-04,"Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Thạch Bàn,"Nhà ngõ, hẻm",Đã có sổ,5,5 phòng,45 m²,NaN,NaN,"91,11 triệu/m²"
124,2020-08-04,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,37 m²,NaN,4 m,"78,38 triệu/m²"
125,2020-08-04,"Đường Bạch Mai, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Cầu Dền,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,45 m²,NaN,6 m,"128,89 triệu/m²"
126,2020-08-04,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,21 m²,NaN,NaN,"85,71 triệu/m²"
127,2020-08-04,"Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6 phòng,60 m²,NaN,NaN,125 triệu/m²
128,2020-08-04,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,25 m²,7 m,3.6 m,96 triệu/m²
129,2020-08-04,"Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,34 m²,NaN,4.1 m,"63,24 triệu/m²"
130,2020-08-04,"Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",NaN,NaN,6 phòng,60 m²,NaN,NaN,"81,67 triệu/m²"
131,2020-08-04,"Đường Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,48 m²,NaN,NaN,"62,5 triệu/m²"
132,2020-08-04,"Đường Mai Động, Phường Mai Động, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Mai Động,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,34 m²,NaN,4 m,"120,59 triệu/m²"
133,2020-08-04,"Đường Lê Duẩn, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,32 m²,NaN,NaN,"78,13 triệu/m²"
134,2020-08-04,"Đường Thanh Nhàn, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Cầu Dền,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,44 m²,NaN,NaN,"78,41 triệu/m²"
135,2020-08-04,"99, Đường Nhân Trạch, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,44 m²,NaN,NaN,50 triệu/m²
136,2020-08-04,"Đường Đầm Trấu, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Đằng,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,47 m²,NaN,NaN,"123,4 triệu/m²"
137,2020-08-04,"Đường Ba La, Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,40 m²,10 m,4 m,50 triệu/m²
138,2020-08-04,"Đường Hà Trì||1775, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,33 m²,9.5 m,3.5 m,"65,15 triệu/m²"
139,2020-08-04,"Đường Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,52 m²,NaN,NaN,"86,54 triệu/m²"
140,2020-08-04,"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,24 m²,NaN,NaN,"81,25 triệu/m²"
141,2020-08-04,"Đường Nguyễn Lân, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,5 phòng,48 m²,NaN,NaN,"114,58 triệu/m²"
142,2020-08-04,"Đường Phú Đô, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,33 m²,NaN,NaN,"87,88 triệu/m²"
143,2020-08-04,"200, Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà ngõ, hẻm",Đang chờ sổ,2,2 phòng,30 m²,7 m,4 m,"28,33 triệu/m²"
144,2020-08-04,"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,2 phòng,36 m²,10 m,3 m,"138,89 triệu/m²"
145,2020-08-04,"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,36 m²,NaN,NaN,"69,44 triệu/m²"
146,2020-08-04,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,2,3 phòng,81 m²,22.5 m,3.6 m,"39,51 triệu/m²"
147,2020-08-04,"Đường Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,NaN,2 phòng,47 m²,NaN,NaN,"70,21 triệu/m²"
148,2020-08-04,"Đường Xuân Đỗ, Phường Cự Khối, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Cự Khối,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,32 m²,NaN,NaN,"52,81 triệu/m²"
149,2020-08-04,"Đường Trường Chinh, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Phương Liệt,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,56 m²,NaN,NaN,"83,04 triệu/m²"
150,2020-08-04,Ngõ 463 - Đường Đội Cấn,Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,27 m²,8.7 m,3.1 m,"166,67 triệu/m²"
151,2020-08-04,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3 phòng,45 m²,9 m,4 m,"64,44 triệu/m²"
152,2020-08-04,"Đường Lương Khánh Thiện, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,30 m²,7 m,4.55 m,95 triệu/m²
153,2020-08-04,"Đường Thái Hà, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Thịnh Quang,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,6 phòng,50 m²,NaN,NaN,90 triệu/m²
154,2020-08-04,"Nghĩa Đô, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",NaN,NaN,5 phòng,55 m²,NaN,NaN,"181,82 triệu/m²"
155,2020-08-04,"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Gia Thụy,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,32 m²,NaN,NaN,"82,81 triệu/m²"
156,2020-08-04,"Đường Xã Đàn 2, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,30 m²,NaN,5 m,"86,67 triệu/m²"
157,2020-08-04,"Đường Hà Trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,45 m²,NaN,3.3 m,"62,22 triệu/m²"
158,2020-08-04,"Đường Lê Trọng Tấn||1804, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,36 m²,NaN,3.9 m,"59,72 triệu/m²"
159,2020-08-04,"Khu đô thị Nam Trung Yên, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,6 phòng,104 m²,NaN,NaN,"437,5 triệu/m²"
160,2020-08-04,"Đường Lê Trọng Tấn, Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La,Nhà phố liền kề,Đã có sổ,5,6 phòng,83 m²,NaN,NaN,"104,43 triệu/m²"
161,2020-08-04,"Đường Số 1, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4 phòng,68 m²,NaN,NaN,"76,47 triệu/m²"
162,2020-08-04,"Đường Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà mặt phố, mặt tiền",NaN,NaN,8 phòng,33 m²,10 m,3.3 m,"130,3 triệu/m²"
163,2020-08-04,"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,35 m²,NaN,NaN,"85,71 triệu/m²"
164,2020-08-04,"0912533345, Đường Phan Trọng Tuệ, Xã Tam Hiệp, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Tam Hiệp,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,36 m²,12 m,3 m,"55,22 triệu/m²"
165,2020-08-04,"Đường Võng Thị||771, Phường Bưởi, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,NaN,5 phòng,42 m²,NaN,NaN,150 triệu/m²
166,2020-08-04,"Đường Kim Ngưu, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Quỳnh Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,40 m²,NaN,NaN,"162,25 triệu/m²"
167,2020-08-04,"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,62 m²,NaN,NaN,75 triệu/m²
168,2020-08-04,"Đường Đông Thiên, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,30 m²,NaN,NaN,70 triệu/m²
169,2020-08-04,"Đường Thông Phong, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Quốc Tử Giám,"Nhà ngõ, hẻm",Đã có sổ,2,3 phòng,31 m²,NaN,5 m,"74,19 triệu/m²"
170,2020-08-04,"Đường Đường Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà mặt phố, mặt tiền",NaN,NaN,nhiều hơn 10 phòng,62 m²,17 m,3.6 m,"282,26 triệu/m²"
171,2020-08-04,"Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,8.75 m,4 m,"68,57 triệu/m²"
172,2020-08-04,"Đường Trương Định||1030, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,48 m²,NaN,4 m,"68,75 triệu/m²"
173,2020-08-04,"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,45 m²,NaN,NaN,"102,22 triệu/m²"
174,2020-08-04,NaN,Quận Nam Từ Liêm,NaN,"Nhà ngõ, hẻm",NaN,NaN,1 phòng,30 m²,NaN,NaN,1 đ/m²
175,2020-08-04,"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,48 m²,NaN,NaN,"68,75 triệu/m²"
176,2020-08-04,"Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà mặt phố, mặt tiền",NaN,NaN,3 phòng,60 m²,NaN,NaN,"86,67 triệu/m²"
177,2020-08-04,"Đường Nguyễn Lương Bằng, Phường Nam Đồng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,31 m²,NaN,NaN,"112,9 triệu/m²"
178,2020-08-04,"Giáp Nhất, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,55 m²,NaN,NaN,"81,82 triệu/m²"
179,2020-08-04,"duy tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,45 m²,NaN,NaN,"111,11 triệu/m²"
180,2020-08-04,"Phô Trần Quốc Hoàn, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,40 m²,NaN,NaN,"187,5 triệu/m²"
181,2020-08-04,"quan nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,36 m²,NaN,NaN,"80,56 triệu/m²"
182,2020-08-04,"Đường Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Phụng,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,55 m²,15 m,4 m,"54,55 triệu/m²"
183,2020-08-04,"Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,60 m²,15 m,4 m,"83,33 triệu/m²"
184,2020-08-04,"Đường Định Công Hạ, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,32 m²,NaN,NaN,"87,5 triệu/m²"
185,2020-08-04,"Đường Yên Lạc, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,46 m²,NaN,NaN,"108,26 triệu/m²"
186,2020-08-04,"101/19 Gốc Đề, Đường Ngõ Gốc Đề, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,36 m²,9 m,4 m,"76,39 triệu/m²"
187,2020-08-04,"KĐT Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,50 m²,NaN,4.5 m,108 triệu/m²
188,2020-08-04,"Đường Huỳnh Thúc Kháng, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,50 m²,NaN,NaN,114 triệu/m²
189,2020-08-04,"Đường Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2 phòng,45 m²,13 m,3.4 m,"122,22 triệu/m²"
190,2020-08-04,"Đường Thái Thịnh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4 phòng,60 m²,NaN,NaN,310 triệu/m²
191,2020-08-04,"nhà 31 ngõ 77, bùi xương trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",NaN,NaN,2 phòng,35 m²,10 m,3.5 m,"82,86 triệu/m²"
192,2020-08-04,"Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,44 m²,NaN,NaN,"163,64 triệu/m²"
193,2020-08-04,"Đường Xã Đàn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,6,6 phòng,60 m²,8 m,8 m,"483,33 triệu/m²"
194,2020-08-04,"Đường Định Công Hạ, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,30 m²,NaN,NaN,"93,33 triệu/m²"
195,2020-08-04,"Đường Bà Triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,Nhà phố liền kề,Đã có sổ,NaN,5 phòng,36 m²,NaN,NaN,"72,22 triệu/m²"
196,2020-08-04,"Đường Trương Định||1030, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,3,2 phòng,65 m²,NaN,4 m,"52,31 triệu/m²"
197,2020-08-04,"Đường Quốc lộ 32, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Phương Canh,"Nhà ngõ, hẻm",Đã có sổ,2,2 phòng,34 m²,NaN,NaN,"45,82 triệu/m²"
198,2020-08-04,"hoàng văn thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,64 m²,NaN,NaN,"82,03 triệu/m²"
199,2020-08-04,"Đường Tô Hiệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,50 m²,NaN,NaN,92 triệu/m²
200,2020-08-04,"Đường Nguyễn Tam Trinh, Phường Mai Động, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Mai Động,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,31 m²,NaN,NaN,"88,71 triệu/m²"
201,2020-08-04,"đường thôn cầu, Xã Cự Khê, Huyện Thanh Oai, Hà Nội",Huyện Thanh Oai,Xã Cự Khê,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,30 m²,8.04 m,3.73 m,"51,67 triệu/m²"
202,2020-08-04,"Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",NaN,NaN,5 phòng,32 m²,8 m,4 m,"85,94 triệu/m²"
203,2020-08-04,"Đường Trương Định||1030, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,48 m²,NaN,NaN,"68,75 triệu/m²"
204,2020-08-04,"Đường Hoàng Hoa Thám, Phường Liễu Giai, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Liễu Giai,"Nhà ngõ, hẻm",Đã có sổ,5,6 phòng,47 m²,NaN,4.5 m,"101,06 triệu/m²"
205,2020-08-04,"Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thượng Đình,"Nhà ngõ, hẻm",NaN,NaN,5 phòng,55 m²,NaN,NaN,"68,18 triệu/m²"
206,2020-08-04,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Phú Diễn,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,2 phòng,58 m²,16.57 m,3.5 m,"71,55 triệu/m²"
